src,dst,spec,used_slot,tfk_slot
18,79,0,12,12
65,70,0,11,11
30,43,0,11,11
88,73,0,10,10
84,44,0,10,10
72,60,0,10,10
69,9,0,10,10
50,64,0,10,10
32,13,0,10,10
14,62,0,10,10
94,95,0,9,9
92,37,0,9,9
82,25,0,9,9
77,89,0,9,9
76,66,0,9,9
59,56,0,9,9
58,8,0,9,9
48,68,0,9,9
41,45,0,9,9
36,20,0,9,9
34,2,0,9,9
31,40,0,9,9
24,61,0,9,9
12,67,0,9,9
6,47,0,9,9
99,83,0,8,8
93,33,0,8,8
86,5,0,8,8
75,23,0,8,8
57,22,0,8,8
53,80,0,8,8
49,90,0,8,8
35,15,0,8,8
27,81,0,8,8
10,1,0,8,8
96,97,0,7,7
26,71,0,7,7
4,29,0,7,7
3,21,0,7,7
87,11,0,6,6
19,63,0,6,6
7,54,0,6,6
0,55,0,6,6
74,78,0,5,5
17,98,0,5,5
51,38,0,4,4
52,28,0,2,2
66,15,9,11,11
93,74,8,10,10
78,68,9,10,10
69,33,10,10,10
41,86,9,10,10
3,59,9,10,10
90,81,8,9,9
76,71,9,9,9
75,43,11,9,9
64,48,10,9,9
53,50,10,9,9
40,44,10,9,9
34,61,9,9,9
29,31,9,9,9
24,51,9,9,9
14,77,10,9,9
7,94,9,9,9
96,88,10,8,8
87,32,10,8,8
79,20,12,8,8
45,63,9,8,8
13,80,10,8,8
9,27,10,8,8
92,2,9,7,7
84,26,10,7,7
73,30,11,7,7
70,49,11,7,7
67,10,9,7,7
54,60,10,7,7
47,17,9,7,7
36,52,9,7,7
23,42,8,7,7
19,65,11,7,7
12,38,9,7,7
0,83,8,7,7
91,18,12,6,6
72,58,10,6,6
35,6,9,6,6
25,1,9,6,6
22,56,9,6,6
21,57,8,6,6
16,89,9,6,6
99,46,8,4,4
98,5,8,4,4
82,37,9,3,3
62,55,10,2,2
11,39,6,2,2
36,92,16,11,11
73,12,18,10,10
22,30,18,10,10
88,86,19,9,9
76,25,18,9,9
70,31,18,9,9
58,9,18,9,9
48,4,19,9,9
38,18,18,9,9
19,43,20,9,9
99,91,18,8,8
85,49,18,8,8
68,54,19,8,8
60,69,20,8,8
53,10,19,8,8
40,67,19,8,8
32,7,18,8,8
20,59,20,8,8
6,37,15,8,8
94,89,18,7,7
81,62,17,7,7
80,34,18,7,7
79,55,20,7,7
75,33,20,7,7
72,83,16,7,7
66,63,20,7,7
64,77,19,7,7
51,97,18,7,7
50,29,19,7,7
46,82,12,7,7
26,96,18,7,7
24,44,19,7,7
13,95,18,7,7
84,11,17,6,6
78,93,19,6,6
52,57,16,6,6
21,16,15,6,6
2,56,16,6,6
98,65,18,5,5
90,8,17,5,5
45,61,18,5,5
41,3,19,5,5
14,5,19,5,5
0,47,16,5,5
42,1,15,4,4
87,39,8,2,2
85,98,26,10,10
92,65,27,9,9
76,6,27,9,9
51,84,25,9,9
33,16,27,9,9
15,30,28,9,9
89,54,27,8,8
78,43,29,8,8
70,3,27,8,8
64,18,27,8,8
48,74,28,8,8
34,5,25,8,8
24,14,26,8,8
12,45,28,8,8
96,73,28,7,7
88,56,28,7,7
81,37,24,7,7
77,22,28,7,7
72,80,25,7,7
69,67,28,7,7
63,93,27,7,7
58,40,27,7,7
53,35,27,7,7
50,23,26,7,7
31,41,27,7,7
26,55,27,7,7
9,71,27,7,7
0,59,28,7,7
94,11,25,6,6
87,60,28,6,6
86,27,28,6,6
66,47,27,6,6
42,95,25,6,6
32,19,29,6,6
20,1,28,6,6
13,90,25,6,6
10,61,27,6,6
7,75,27,6,6
4,49,28,6,6
82,83,23,5,5
57,52,22,5,5
21,28,21,5,5
38,39,27,4,4
8,17,22,4,4
99,62,12,3,3
57,28,27,10,10
65,33,36,9,9
25,52,27,9,9
88,39,35,8,8
54,69,35,8,8
48,60,36,8,8
41,85,36,8,8
12,95,36,8,8
94,8,31,7,7
82,10,33,7,7
79,84,34,7,7
74,61,36,7,7
70,1,35,7,7
58,45,36,7,7
53,63,34,7,7
43,42,37,7,7
40,19,35,7,7
36,76,36,7,7
22,20,35,7,7
13,5,33,7,7
3,55,35,7,7
98,44,36,6,6
92,80,36,6,6
87,59,35,6,6
86,67,35,6,6
83,89,35,6,6
77,23,35,6,6
66,7,33,6,6
56,96,35,6,6
50,97,33,6,6
34,4,34,6,6
27,73,35,6,6
24,31,34,6,6
9,72,34,6,6
6,78,37,6,6
99,49,34,5,5
81,90,31,5,5
75,38,33,5,5
64,15,37,5,5
37,91,31,5,5
32,16,36,5,5
30,68,37,5,5
14,93,34,5,5
18,17,35,4,4
71,62,24,3,3
81,19,42,9,9
9,26,40,9,9
66,65,45,8,8
48,39,44,8,8
32,73,41,8,8
89,69,43,7,7
60,68,44,7,7
51,35,34,7,7
43,14,44,7,7
34,75,40,7,7
12,90,44,7,7
0,10,40,7,7
96,28,41,6,6
88,5,43,6,6
87,24,41,6,6
80,2,42,6,6
77,79,41,6,6
76,94,43,6,6
71,54,43,6,6
63,11,41,6,6
59,85,44,6,6
53,98,42,6,6
36,67,43,6,6
25,3,42,6,6
20,74,43,6,6
18,13,40,6,6
6,52,43,6,6
99,56,41,5,5
93,78,43,5,5
92,82,42,5,5
86,44,42,5,5
72,55,42,5,5
64,58,43,5,5
50,30,42,5,5
45,57,43,5,5
41,22,44,5,5
38,40,42,5,5
37,31,40,5,5
33,27,45,5,5
15,61,43,5,5
7,84,41,5,5
70,21,42,4,4
4,83,41,4,4
1,91,42,3,3
